City,Latitude,Longitude,Crime_Type,Date,Time,Severity_Score,Weather_Condition,Patrol_Presence
Amber,26.9948,75.8513,Theft,18-04-2023,23:16,4,Foggy,Yes
Dudu,26.7043,75.585,Vandalism,03-02-2023,8:52,1,Rainy,No
Sambhar,26.9131,75.1914,Theft,10-04-2023,9:21,6,Clear,No
Sanganer,26.8191,75.8028,Assault,30-07-2023,20:17,4,Rainy,No
Shahpura,27.3913,75.9595,Assault,13-11-2023,2:31,9,Rainy,Yes
Gopalpura,26.8815,75.789,Vandalism,20-09-2023,14:47,1,Rainy,Yes
Sindhi Camp,26.9216,75.796,Assault,15-06-2023,22:30,9,Stormy,Yes
Sanganer,26.8191,75.8028,Murder,25-12-2023,15:40,4,Clear,Yes
Mansarovar,26.8648,75.759,Burglary,17-05-2023,6:15,7,Stormy,Yes
Vaishali Nagar,26.922,75.7411,Burglary,12-05-2023,17:3,5,Clear,No
Mauzmabad,26.5215,75.488,Vandalism,09-09-2023,23:30,5,Cloudy,No
Jagatpura,26.8626,75.847,Burglary,13-01-2023,23:53,10,Stormy,Yes
C-Scheme,26.9124,75.7873,Assault,19-04-2023,14:33,6,Rainy,No
Jamwa Ramgarh,26.964,75.876,Vandalism,21-03-2023,8:57,2,Stormy,Yes
Jaipur,26.9124,75.7873,Theft,10-02-2023,12:47,8,Cloudy,No
Amber,26.9948,75.8513,Pickpocket,08-05-2023,3:40,2,Clear,Yes
Viratnagar,27.3189,76.1833,Murder,28-09-2023,23:18,2,Rainy,Yes
Amber,26.9948,75.8513,Fraud,04-10-2023,6:10,3,Cloudy,No
Tonk Road,26.8537,75.805,Robbery,19-02-2023,9:48,7,Foggy,No
Jaipur,26.9124,75.7873,Theft,08-12-2023,8:53,8,Clear,No
Vaishali Nagar,26.922,75.7411,Burglary,05-08-2023,9:10,10,Rainy,No
Amber,26.9948,75.8513,Fraud,22-01-2023,21:23,7,Clear,Yes
Dudu,26.7043,75.585,Theft,02-11-2023,17:7,2,Stormy,Yes
Bassi,26.8394,76.0411,Vandalism,11-04-2023,22:14,2,Clear,Yes
Bassi,26.8394,76.0411,Assault,26-07-2023,21:49,6,Clear,Yes
Malviya Nagar,26.8526,75.818,Assault,15-09-2023,23:48,10,Foggy,No
C-Scheme,26.9124,75.7873,Vandalism,25-07-2023,8:22,4,Rainy,No
C-Scheme,26.9124,75.7873,Burglary,03-01-2023,16:10,4,Stormy,No
Amber,26.9948,75.8513,Robbery,18-12-2023,21:32,7,Clear,No
Mauzmabad,26.5215,75.488,Vandalism,21-06-2023,7:6,5,Foggy,No
Chomu,27.17,75.7221,Pickpocket,14-09-2023,14:20,8,Clear,Yes
C-Scheme,26.9124,75.7873,Assault,10-12-2023,22:6,8,Rainy,No
Vaishali Nagar,26.922,75.7411,Murder,10-11-2023,22:58,3,Rainy,No
Vaishali Nagar,26.922,75.7411,Burglary,17-01-2023,12:26,4,Cloudy,No
Ajmer Road,26.9117,75.7437,Murder,13-12-2023,15:36,1,Cloudy,No
Shahpura,27.3913,75.9595,Pickpocket,21-10-2023,10:19,1,Foggy,No
Chaksu,26.6052,75.9481,Burglary,29-12-2023,16:53,2,Stormy,No
Paota,27.3763,76.0405,Vandalism,17-02-2023,23:4,4,Cloudy,No
Kotputli,27.7025,76.1996,Fraud,07-02-2023,0:21,6,Foggy,No
Kishangarh-Renwal,26.7536,75.565,Theft,25-07-2023,5:31,3,Stormy,No
Sambhar,26.9131,75.1914,Vandalism,07-01-2023,17:51,2,Rainy,No
Malviya Nagar,26.8526,75.818,Burglary,19-04-2023,21:30,2,Rainy,Yes
Viratnagar,27.3189,76.1833,Robbery,22-04-2023,10:16,6,Clear,Yes
Vaishali Nagar,26.922,75.7411,Vandalism,31-01-2023,3:6,2,Cloudy,No
Phulera,26.8732,75.2433,Fraud,15-04-2023,7:54,7,Clear,No
Paota,27.3763,76.0405,Burglary,13-09-2023,6:1,10,Stormy,Yes
Jamwa Ramgarh,26.964,75.876,Murder,14-06-2023,17:54,2,Foggy,Yes
Jaipur,26.9124,75.7873,Burglary,01-08-2023,6:54,2,Cloudy,Yes
Vaishali Nagar,26.922,75.7411,Vandalism,05-02-2023,20:31,10,Rainy,Yes
Tonk Road,26.8537,75.805,Murder,26-08-2023,13:59,10,Clear,Yes
Chomu,27.17,75.7221,Robbery,13-02-2023,22:1,8,Clear,No
Kotputli,27.7025,76.1996,Pickpocket,04-08-2023,0:31,6,Clear,Yes
Dudu,26.7043,75.585,Pickpocket,13-01-2023,22:44,9,Rainy,Yes
Vaishali Nagar,26.922,75.7411,Fraud,23-01-2023,1:33,9,Cloudy,No
Gopalpura,26.8815,75.789,Murder,15-12-2023,21:15,4,Stormy,No
Jagatpura,26.8626,75.847,Vandalism,26-07-2023,19:12,10,Cloudy,Yes
Shahpura,27.3913,75.9595,Vandalism,28-12-2023,12:14,1,Clear,No
Dudu,26.7043,75.585,Fraud,14-01-2023,2:9,6,Cloudy,No
Bassi,26.8394,76.0411,Pickpocket,13-09-2023,1:26,7,Foggy,No
Dudu,26.7043,75.585,Assault,20-07-2023,8:51,1,Stormy,No
Chomu,27.17,75.7221,Vandalism,05-09-2023,6:22,4,Cloudy,No
Sanganer,26.8191,75.8028,Pickpocket,11-11-2023,4:20,9,Cloudy,Yes
Chaksu,26.6052,75.9481,Assault,22-07-2023,22:33,10,Clear,No
Jagatpura,26.8626,75.847,Burglary,09-12-2023,6:15,3,Stormy,Yes
C-Scheme,26.9124,75.7873,Murder,12-01-2023,6:56,8,Stormy,Yes
Tonk Road,26.8537,75.805,Theft,20-04-2023,9:47,6,Clear,Yes
Phulera,26.8732,75.2433,Robbery,30-08-2023,1:55,2,Stormy,Yes
Mauzmabad,26.5215,75.488,Pickpocket,04-12-2023,22:46,5,Foggy,No
Mauzamabad,26.5215,75.488,Assault,08-04-2023,17:37,9,Clear,Yes
Mansarovar,26.8648,75.759,Theft,02-05-2023,5:17,8,Stormy,No
Jaipur,26.9124,75.7873,Pickpocket,03-11-2023,21:31,5,Cloudy,No
Kot Khawada,26.7972,75.67,Vandalism,13-11-2023,20:52,2,Cloudy,Yes
Jagatpura,26.8626,75.847,Murder,30-08-2023,5:59,5,Stormy,Yes
Sindhi Camp,26.9216,75.796,Murder,13-05-2023,9:19,2,Clear,Yes
Paota,27.3763,76.0405,Fraud,17-07-2023,3:57,4,Foggy,No
Paota,27.3763,76.0405,Murder,19-10-2023,0:52,7,Foggy,No
Ajmer Road,26.9117,75.7437,Burglary,23-01-2023,2:46,10,Foggy,Yes
Phulera,26.8732,75.2433,Murder,30-09-2023,0:18,8,Stormy,No
Bassi,26.8394,76.0411,Robbery,11-01-2023,11:44,9,Foggy,No
Jaipur,26.9124,75.7873,Pickpocket,26-12-2023,20:12,2,Foggy,Yes
Shahpura,27.3913,75.9595,Burglary,08-08-2023,22:34,9,Foggy,Yes
Amber,26.9948,75.8513,Murder,26-01-2023,17:18,7,Stormy,Yes
Kotputli,27.7025,76.1996,Fraud,31-01-2023,23:10,4,Foggy,Yes
Ajmer Road,26.9117,75.7437,Vandalism,22-11-2023,7:49,10,Foggy,No
Jamwa Ramgarh,26.964,75.876,Robbery,25-10-2023,18:51,8,Stormy,Yes
Bapu Nagar,26.8926,75.812,Burglary,02-12-2023,3:5,10,Clear,Yes
Ajmer Road,26.9117,75.7437,Burglary,11-03-2023,20:46,6,Clear,Yes
Mansarovar,26.8648,75.759,Burglary,30-08-2023,9:10,3,Stormy,No
C-Scheme,26.9124,75.7873,Pickpocket,19-10-2023,20:51,9,Foggy,No
Paota,27.3763,76.0405,Fraud,31-12-2023,21:20,10,Clear,No
Sanganer,26.8191,75.8028,Fraud,15-12-2023,5:25,9,Clear,Yes
C-Scheme,26.9124,75.7873,Robbery,12-09-2023,20:50,6,Stormy,Yes
Mauzamabad,26.5215,75.488,Pickpocket,28-05-2023,22:10,5,Clear,Yes
Amber,26.9948,75.8513,Burglary,14-08-2023,1:40,9,Cloudy,No
Gopalpura,26.8815,75.789,Burglary,12-11-2023,9:4,3,Cloudy,No
Phagi,26.5873,75.6671,Murder,12-08-2023,9:18,9,Cloudy,No
Jagatpura,26.8626,75.847,Burglary,07-05-2023,19:25,8,Stormy,Yes
Jagatpura,26.8626,75.847,Theft,26-11-2023,18:4,2,Rainy,No
Bassi,26.8394,76.0411,Burglary,01-02-2023,15:49,5,Clear,No
Chomu,27.17,75.7221,Burglary,22-07-2023,5:53,3,Rainy,Yes
Paota,27.3763,76.0405,Murder,02-08-2023,5:19,4,Foggy,No
Sanganer,26.8191,75.8028,Murder,20-07-2023,22:36,10,Rainy,No
Amber,26.9948,75.8513,Murder,30-05-2023,0:18,6,Rainy,No
Mansarovar,26.8648,75.759,Fraud,24-02-2023,7:23,10,Clear,No
Phagi,26.5873,75.6671,Robbery,14-07-2023,3:38,2,Foggy,No
Amber,26.9948,75.8513,Theft,10-06-2023,5:59,8,Clear,Yes
Sindhi Camp,26.9216,75.796,Fraud,07-04-2023,8:58,2,Foggy,No
Phulera,26.8732,75.2433,Burglary,15-12-2023,0:2,10,Rainy,No
Malviya Nagar,26.8526,75.818,Robbery,15-05-2023,18:58,9,Rainy,No
Phulera,26.8732,75.2433,Assault,08-10-2023,14:43,6,Foggy,Yes
Phulera,26.8732,75.2433,Burglary,30-08-2023,12:12,9,Foggy,No
Jamwa Ramgarh,26.964,75.876,Assault,16-05-2023,9:59,4,Clear,No
Jaipur,26.9124,75.7873,Robbery,13-01-2023,4:30,6,Rainy,No
Paota,27.3763,76.0405,Fraud,19-03-2023,18:35,9,Rainy,Yes
Kishangarh-Renwal,26.7536,75.565,Robbery,31-10-2023,11:18,8,Clear,No
Mauzamabad,26.5215,75.488,Burglary,29-03-2023,19:53,7,Foggy,Yes
Chaksu,26.6052,75.9481,Theft,24-04-2023,10:16,10,Cloudy,No
Viratnagar,27.3189,76.1833,Vandalism,30-03-2023,3:11,6,Foggy,No
Bassi,26.8394,76.0411,Vandalism,20-03-2023,1:54,10,Clear,No
Kotputli,27.7025,76.1996,Fraud,20-01-2023,19:33,9,Foggy,Yes
Mauzmabad,26.5215,75.488,Fraud,17-09-2023,6:33,9,Cloudy,Yes
Mauzamabad,26.5215,75.488,Fraud,21-12-2023,17:10,9,Stormy,No
Sindhi Camp,26.9216,75.796,Vandalism,17-05-2023,12:59,7,Rainy,No
Viratnagar,27.3189,76.1833,Burglary,14-11-2023,10:38,4,Foggy,Yes
Kishangarh-Renwal,26.7536,75.565,Murder,29-06-2023,3:36,8,Stormy,No
Ajmer Road,26.9117,75.7437,Theft,04-07-2023,4:3,8,Cloudy,Yes
Raja Park,26.8996,75.8277,Robbery,29-10-2023,1:23,3,Stormy,No
Bapu Nagar,26.8926,75.812,Pickpocket,11-02-2023,15:30,6,Cloudy,Yes
Ajmer Road,26.9117,75.7437,Fraud,10-05-2023,18:10,5,Cloudy,No
Gopalpura,26.8815,75.789,Pickpocket,24-07-2023,7:32,6,Rainy,Yes
Kot Khawada,26.7972,75.67,Murder,04-07-2023,3:57,7,Stormy,No
Viratnagar,27.3189,76.1833,Pickpocket,05-12-2023,19:55,4,Foggy,Yes
Kishangarh-Renwal,26.7536,75.565,Theft,24-07-2023,15:15,1,Stormy,Yes
Vaishali Nagar,26.922,75.7411,Theft,26-04-2023,0:42,9,Stormy,No
Jamwa Ramgarh,26.964,75.876,Pickpocket,23-03-2023,6:29,4,Stormy,Yes
Vaishali Nagar,26.922,75.7411,Burglary,25-08-2023,8:34,6,Stormy,Yes
Bapu Nagar,26.8926,75.812,Pickpocket,27-03-2023,4:34,2,Cloudy,No
Gopalpura,26.8815,75.789,Vandalism,14-09-2023,17:31,4,Cloudy,No
Mansarovar,26.8648,75.759,Fraud,24-08-2023,6:48,1,Rainy,Yes
Amber,26.9948,75.8513,Theft,30-08-2023,16:44,1,Rainy,No
Jamwa Ramgarh,26.964,75.876,Robbery,14-04-2023,7:20,6,Cloudy,Yes
Kishangarh-Renwal,26.7536,75.565,Assault,14-03-2023,16:30,7,Foggy,Yes
Malviya Nagar,26.8526,75.818,Robbery,04-02-2023,3:59,6,Foggy,No
Paota,27.3763,76.0405,Assault,25-09-2023,13:24,9,Foggy,Yes
C-Scheme,26.9124,75.7873,Pickpocket,20-11-2023,4:44,8,Rainy,Yes
Dudu,26.7043,75.585,Burglary,20-09-2023,7:4,1,Rainy,No
Sindhi Camp,26.9216,75.796,Fraud,22-03-2023,7:17,10,Cloudy,Yes
Kishangarh-Renwal,26.7536,75.565,Murder,27-11-2023,1:55,3,Rainy,Yes
Phulera,26.8732,75.2433,Murder,19-05-2023,23:56,10,Clear,Yes
Kot Khawada,26.7972,75.67,Vandalism,28-04-2023,17:28,5,Stormy,No
Paota,27.3763,76.0405,Murder,15-12-2023,18:21,2,Rainy,No
Sambhar,26.9131,75.1914,Assault,17-05-2023,18:1,6,Clear,No
Chaksu,26.6052,75.9481,Fraud,26-06-2023,1:57,4,Stormy,Yes
Kotputli,27.7025,76.1996,Vandalism,30-08-2023,3:25,5,Rainy,Yes
Jamwa Ramgarh,26.964,75.876,Robbery,27-10-2023,9:29,10,Rainy,No
Shahpura,27.3913,75.9595,Burglary,01-11-2023,19:3,3,Clear,Yes
C-Scheme,26.9124,75.7873,Vandalism,05-01-2023,18:20,7,Clear,Yes
Tonk Road,26.8537,75.805,Robbery,01-05-2023,9:51,1,Cloudy,Yes
Kotputli,27.7025,76.1996,Murder,22-01-2023,0:56,2,Cloudy,No
Jaipur,26.9124,75.7873,Fraud,16-06-2023,12:8,9,Rainy,No
Mauzamabad,26.5215,75.488,Theft,17-09-2023,19:54,8,Clear,No
Dudu,26.7043,75.585,Robbery,20-11-2023,3:4,1,Foggy,Yes
Chaksu,26.6052,75.9481,Assault,21-05-2023,11:46,2,Clear,No
Kot Khawada,26.7972,75.67,Fraud,10-12-2023,20:53,2,Stormy,No
Mauzamabad,26.5215,75.488,Burglary,25-07-2023,7:5,2,Foggy,Yes
Viratnagar,27.3189,76.1833,Burglary,21-08-2023,2:36,10,Foggy,Yes
Vaishali Nagar,26.922,75.7411,Vandalism,21-03-2023,6:3,9,Cloudy,Yes
Jagatpura,26.8626,75.847,Vandalism,24-02-2023,21:54,10,Clear,Yes
Paota,27.3763,76.0405,Theft,31-12-2023,18:1,4,Cloudy,Yes
Vaishali Nagar,26.922,75.7411,Pickpocket,17-10-2023,2:39,4,Clear,No
C-Scheme,26.9124,75.7873,Burglary,08-07-2023,23:55,4,Clear,Yes
Jaipur,26.9124,75.7873,Murder,01-03-2023,8:47,8,Stormy,Yes
Phulera,26.8732,75.2433,Murder,17-08-2023,23:0,2,Rainy,No
Mauzmabad,26.5215,75.488,Burglary,10-05-2023,20:48,10,Cloudy,Yes
Malviya Nagar,26.8526,75.818,Theft,06-01-2023,16:58,3,Clear,Yes
Phagi,26.5873,75.6671,Murder,27-10-2023,9:48,5,Stormy,No
Shahpura,27.3913,75.9595,Burglary,03-06-2023,16:4,2,Foggy,No
Shahpura,27.3913,75.9595,Murder,26-01-2023,2:49,3,Stormy,No
Chomu,27.17,75.7221,Murder,07-05-2023,22:45,10,Foggy,Yes
Chomu,27.17,75.7221,Theft,10-11-2023,7:10,10,Stormy,No
Dudu,26.7043,75.585,Burglary,29-11-2023,13:44,9,Stormy,No
Shahpura,27.3913,75.9595,Murder,13-05-2023,13:18,6,Stormy,No
Mauzamabad,26.5215,75.488,Pickpocket,27-06-2023,10:7,6,Foggy,No
Phagi,26.5873,75.6671,Murder,12-02-2023,18:35,5,Cloudy,Yes
Paota,27.3763,76.0405,Theft,01-11-2023,23:0,7,Rainy,Yes
Mauzmabad,26.5215,75.488,Theft,08-06-2023,14:35,3,Clear,No
Gopalpura,26.8815,75.789,Burglary,03-07-2023,14:49,3,Rainy,No
Tonk Road,26.8537,75.805,Robbery,10-11-2023,14:37,7,Foggy,No
Shahpura,27.3913,75.9595,Vandalism,06-12-2023,0:31,6,Foggy,Yes
Malviya Nagar,26.8526,75.818,Vandalism,28-05-2023,12:51,2,Stormy,Yes
Mauzamabad,26.5215,75.488,Murder,12-04-2023,15:21,10,Stormy,No
Chomu,27.17,75.7221,Theft,27-06-2023,23:5,2,Stormy,Yes
Mauzamabad,26.5215,75.488,Fraud,17-09-2023,8:15,10,Foggy,No
Jagatpura,26.8626,75.847,Theft,14-10-2023,16:20,6,Stormy,Yes
C-Scheme,26.9124,75.7873,Fraud,19-02-2023,4:8,6,Clear,No
Dudu,26.7043,75.585,Vandalism,12-10-2023,20:29,9,Foggy,Yes
Dudu,26.7043,75.585,Vandalism,29-04-2023,1:17,4,Rainy,Yes
Vaishali Nagar,26.922,75.7411,Assault,02-05-2023,11:5,2,Rainy,No
Kot Khawada,26.7972,75.67,Assault,12-10-2023,16:24,8,Foggy,Yes
Kishangarh-Renwal,26.7536,75.565,Vandalism,14-12-2023,16:41,6,Stormy,Yes
Bapu Nagar,26.8926,75.812,Fraud,13-07-2023,16:22,5,Foggy,Yes
Amber,26.9948,75.8513,Burglary,20-05-2023,2:20,5,Cloudy,Yes
Mansarovar,26.8648,75.759,Pickpocket,24-04-2023,10:0,5,Foggy,No
Phagi,26.5873,75.6671,Vandalism,09-11-2023,21:8,4,Clear,No
Kishangarh-Renwal,26.7536,75.565,Pickpocket,18-01-2023,18:5,9,Clear,No
Dudu,26.7043,75.585,Assault,17-10-2023,19:46,10,Rainy,No
Chomu,27.17,75.7221,Fraud,10-08-2023,7:4,3,Cloudy,No
Bapu Nagar,26.8926,75.812,Fraud,16-06-2023,2:40,10,Cloudy,No
Paota,27.3763,76.0405,Burglary,04-12-2023,12:21,3,Stormy,Yes
Kot Khawada,26.7972,75.67,Theft,10-11-2023,8:23,10,Cloudy,No
Sanganer,26.8191,75.8028,Pickpocket,19-05-2023,17:45,9,Rainy,Yes
Jaipur,26.9124,75.7873,Vandalism,19-08-2023,7:19,10,Rainy,Yes
Phagi,26.5873,75.6671,Pickpocket,18-02-2023,20:3,7,Stormy,No
Bapu Nagar,26.8926,75.812,Vandalism,02-02-2023,14:7,8,Cloudy,No
Chomu,27.17,75.7221,Pickpocket,18-01-2023,12:12,7,Rainy,Yes
Viratnagar,27.3189,76.1833,Theft,11-10-2023,19:37,8,Clear,No
Jamwa Ramgarh,26.964,75.876,Vandalism,12-01-2023,4:42,2,Foggy,No
Kotputli,27.7025,76.1996,Robbery,13-03-2023,12:56,4,Foggy,Yes
Mauzmabad,26.5215,75.488,Assault,24-12-2023,21:57,2,Cloudy,No
Viratnagar,27.3189,76.1833,Murder,09-04-2023,6:46,8,Cloudy,Yes
Mauzamabad,26.5215,75.488,Burglary,25-09-2023,15:57,9,Cloudy,Yes
Malviya Nagar,26.8526,75.818,Vandalism,15-12-2023,10:50,9,Stormy,Yes
Viratnagar,27.3189,76.1833,Murder,12-11-2023,11:44,4,Rainy,No
Phulera,26.8732,75.2433,Vandalism,10-06-2023,3:38,10,Foggy,Yes
Kot Khawada,26.7972,75.67,Vandalism,09-07-2023,9:55,3,Foggy,Yes
Kishangarh-Renwal,26.7536,75.565,Robbery,10-07-2023,3:19,4,Cloudy,No
Kishangarh-Renwal,26.7536,75.565,Vandalism,18-11-2023,22:44,2,Foggy,Yes
Kot Khawada,26.7972,75.67,Murder,26-03-2023,3:2,3,Foggy,No
Amber,26.9948,75.8513,Vandalism,16-01-2023,23:57,3,Stormy,No
Sanganer,26.8191,75.8028,Robbery,25-04-2023,16:1,3,Cloudy,No
Jamwa Ramgarh,26.964,75.876,Vandalism,21-04-2023,13:41,6,Rainy,No
Jamwa Ramgarh,26.964,75.876,Fraud,08-01-2023,14:26,9,Cloudy,Yes
Malviya Nagar,26.8526,75.818,Fraud,19-12-2023,7:58,10,Stormy,No
Jaipur,26.9124,75.7873,Murder,16-10-2023,6:24,3,Stormy,No
Amber,26.9948,75.8513,Theft,08-02-2023,16:32,1,Cloudy,Yes
Tonk Road,26.8537,75.805,Fraud,12-04-2023,14:8,3,Cloudy,Yes
Phulera,26.8732,75.2433,Robbery,21-10-2023,8:2,3,Rainy,Yes
Paota,27.3763,76.0405,Robbery,29-07-2023,10:16,6,Clear,Yes
Viratnagar,27.3189,76.1833,Vandalism,23-05-2023,4:40,5,Rainy,No
Tonk Road,26.8537,75.805,Vandalism,01-06-2023,12:56,6,Stormy,No
Viratnagar,27.3189,76.1833,Assault,17-10-2023,8:21,7,Rainy,No
Jagatpura,26.8626,75.847,Pickpocket,10-09-2023,5:13,10,Clear,No
Chaksu,26.6052,75.9481,Fraud,31-05-2023,21:47,7,Foggy,No
Tonk Road,26.8537,75.805,Pickpocket,31-01-2023,18:56,8,Cloudy,Yes
Vaishali Nagar,26.922,75.7411,Robbery,27-03-2023,4:58,2,Rainy,No
Phulera,26.8732,75.2433,Vandalism,24-07-2023,20:43,7,Rainy,No
Vaishali Nagar,26.922,75.7411,Robbery,30-03-2023,17:5,2,Rainy,Yes
Jamwa Ramgarh,26.964,75.876,Assault,12-12-2023,1:47,9,Rainy,No
Chaksu,26.6052,75.9481,Burglary,14-07-2023,14:46,5,Foggy,No
Kot Khawada,26.7972,75.67,Burglary,07-09-2023,5:12,2,Cloudy,No
Shahpura,27.3913,75.9595,Vandalism,18-08-2023,5:19,1,Clear,No
Malviya Nagar,26.8526,75.818,Vandalism,16-12-2023,0:28,6,Clear,No
Mauzmabad,26.5215,75.488,Vandalism,11-10-2023,5:12,6,Foggy,No
Ajmer Road,26.9117,75.7437,Vandalism,10-02-2023,6:39,4,Cloudy,No
Chaksu,26.6052,75.9481,Fraud,01-09-2023,9:40,2,Foggy,No
Amber,26.9948,75.8513,Assault,23-04-2023,4:28,6,Foggy,No
Mansarovar,26.8648,75.759,Assault,18-07-2023,15:31,9,Cloudy,No
Kotputli,27.7025,76.1996,Assault,08-11-2023,7:12,2,Cloudy,Yes
Mauzmabad,26.5215,75.488,Pickpocket,07-05-2023,2:55,5,Cloudy,Yes
Raja Park,26.8996,75.8277,Assault,06-11-2023,18:48,6,Cloudy,No
Chaksu,26.6052,75.9481,Vandalism,24-06-2023,3:50,10,Foggy,No
Bassi,26.8394,76.0411,Assault,28-06-2023,10:24,10,Clear,Yes
Jamwa Ramgarh,26.964,75.876,Pickpocket,15-08-2023,1:56,5,Cloudy,No
Tonk Road,26.8537,75.805,Fraud,20-10-2023,12:51,2,Stormy,Yes
Dudu,26.7043,75.585,Vandalism,02-10-2023,5:16,5,Cloudy,Yes
Raja Park,26.8996,75.8277,Fraud,19-10-2023,19:22,7,Foggy,No
Phagi,26.5873,75.6671,Theft,14-05-2023,8:14,5,Cloudy,No
Mauzmabad,26.5215,75.488,Pickpocket,04-01-2023,22:8,4,Foggy,No
Kishangarh-Renwal,26.7536,75.565,Murder,28-01-2023,12:7,10,Foggy,Yes
Jamwa Ramgarh,26.964,75.876,Vandalism,07-05-2023,15:5,9,Rainy,Yes
Paota,27.3763,76.0405,Assault,25-03-2023,21:10,5,Foggy,No
Kotputli,27.7025,76.1996,Theft,31-05-2023,13:2,3,Rainy,Yes
Kotputli,27.7025,76.1996,Assault,21-10-2023,0:27,4,Clear,Yes
Bassi,26.8394,76.0411,Fraud,01-07-2023,0:40,1,Stormy,No
Kishangarh-Renwal,26.7536,75.565,Robbery,28-05-2023,11:23,10,Rainy,No
Phagi,26.5873,75.6671,Murder,15-08-2023,19:12,4,Cloudy,No
Bapu Nagar,26.8926,75.812,Fraud,17-11-2023,0:18,4,Cloudy,No
C-Scheme,26.9124,75.7873,Burglary,25-06-2023,8:30,10,Clear,No
Raja Park,26.8996,75.8277,Burglary,04-11-2023,10:5,6,Foggy,No
Phagi,26.5873,75.6671,Pickpocket,07-11-2023,10:7,7,Rainy,Yes
Jamwa Ramgarh,26.964,75.876,Theft,07-12-2023,21:59,7,Clear,No
Shahpura,27.3913,75.9595,Robbery,12-03-2023,3:1,3,Cloudy,Yes
Raja Park,26.8996,75.8277,Pickpocket,13-05-2023,6:41,7,Clear,Yes
Gopalpura,26.8815,75.789,Theft,11-08-2023,7:48,9,Rainy,No
Phulera,26.8732,75.2433,Burglary,27-05-2023,15:8,4,Foggy,Yes
Raja Park,26.8996,75.8277,Pickpocket,11-10-2023,1:41,9,Foggy,No
Viratnagar,27.3189,76.1833,Theft,31-01-2023,16:22,7,Stormy,Yes
Gopalpura,26.8815,75.789,Assault,21-01-2023,21:50,4,Foggy,No
Mansarovar,26.8648,75.759,Theft,25-05-2023,14:28,8,Cloudy,Yes
Phulera,26.8732,75.2433,Vandalism,21-12-2023,1:50,10,Rainy,Yes
Ajmer Road,26.9117,75.7437,Robbery,12-05-2023,14:36,8,Foggy,No
Chomu,27.17,75.7221,Robbery,21-12-2023,1:27,1,Rainy,No
Chaksu,26.6052,75.9481,Burglary,16-03-2023,23:29,10,Rainy,Yes
Raja Park,26.8996,75.8277,Pickpocket,02-08-2023,7:1,5,Rainy,No
Shahpura,27.3913,75.9595,Vandalism,26-01-2023,22:23,9,Clear,No
Jagatpura,26.8626,75.847,Murder,26-08-2023,6:2,7,Foggy,Yes
Sanganer,26.8191,75.8028,Murder,12-06-2023,6:35,9,Foggy,Yes
Mauzmabad,26.5215,75.488,Fraud,02-05-2023,11:45,6,Clear,No
Dudu,26.7043,75.585,Fraud,10-04-2023,6:11,10,Stormy,Yes
Mauzmabad,26.5215,75.488,Vandalism,02-11-2023,10:38,9,Clear,No
Mauzmabad,26.5215,75.488,Fraud,05-04-2023,20:14,10,Cloudy,Yes
Chomu,27.17,75.7221,Vandalism,09-09-2023,3:35,5,Stormy,Yes
Amber,26.9948,75.8513,Theft,15-05-2023,7:59,1,Clear,Yes
C-Scheme,26.9124,75.7873,Theft,09-03-2023,2:43,3,Cloudy,No
Jaipur,26.9124,75.7873,Fraud,15-08-2023,3:34,10,Cloudy,No
Phagi,26.5873,75.6671,Pickpocket,14-10-2023,16:7,9,Clear,Yes
Kot Khawada,26.7972,75.67,Fraud,19-08-2023,14:0,2,Stormy,No
Amber,26.9948,75.8513,Fraud,07-02-2023,7:6,6,Cloudy,Yes
Ajmer Road,26.9117,75.7437,Fraud,22-07-2023,20:44,3,Stormy,Yes
Paota,27.3763,76.0405,Vandalism,08-09-2023,21:20,7,Stormy,No
Raja Park,26.8996,75.8277,Vandalism,03-05-2023,16:0,3,Rainy,No
Shahpura,27.3913,75.9595,Robbery,17-03-2023,6:7,6,Stormy,No
C-Scheme,26.9124,75.7873,Vandalism,28-10-2023,23:49,6,Clear,Yes
Gopalpura,26.8815,75.789,Theft,21-12-2023,17:4,5,Foggy,Yes
Dudu,26.7043,75.585,Assault,12-03-2023,2:47,2,Rainy,No
Dudu,26.7043,75.585,Pickpocket,22-08-2023,1:15,10,Clear,No
Vaishali Nagar,26.922,75.7411,Pickpocket,11-03-2023,0:24,6,Rainy,No
C-Scheme,26.9124,75.7873,Robbery,09-06-2023,14:0,8,Cloudy,Yes
Mauzamabad,26.5215,75.488,Vandalism,18-02-2023,4:58,10,Rainy,No
Ajmer Road,26.9117,75.7437,Vandalism,01-04-2023,23:46,3,Cloudy,Yes
Ajmer Road,26.9117,75.7437,Assault,07-01-2023,6:0,7,Rainy,No
C-Scheme,26.9124,75.7873,Burglary,27-08-2023,17:39,5,Clear,No
Jagatpura,26.8626,75.847,Fraud,16-03-2023,16:12,4,Cloudy,Yes
Kot Khawada,26.7972,75.67,Vandalism,23-03-2023,15:34,9,Foggy,Yes
Phagi,26.5873,75.6671,Pickpocket,18-03-2023,10:23,3,Stormy,Yes
Kotputli,27.7025,76.1996,Robbery,29-08-2023,8:7,10,Rainy,No
Kot Khawada,26.7972,75.67,Pickpocket,19-06-2023,9:12,8,Foggy,No
Amber,26.9948,75.8513,Theft,24-07-2023,10:17,6,Stormy,No
